flybase_gene_id	flybase_symbol	TSS.rep1.mef2_06to08h	TSS.rep2.mef2_06to08h
FBgn0050194	CG30194	-0.05511006	-0.460753251
FBgn0050195	CG30195	1.816418593	3.149183954
FBgn0050197	CG30197	0.101009142	-0.647166376
FBgn0050203	CG30203	1.205345802	-0.454521298
FBgn0050217	CG30217	0.188471983	-1.376518786
FBgn0050222	CG30222	0.422937237	-0.039483798
FBgn0050259	CG30259	-0.577062763	-0.839811454
FBgn0050263	CG30263	-0.627688836	-1.826490075
FBgn0050265	CG30265	-0.924986066	-2.647166376
FBgn0050268	CG30268	-1.091635936	-1.756790867
FBgn0050269	CG30269	-0.06248959	-0.845105753
FBgn0050271	CG30271	-0.354670342	-2.025677999
FBgn0050272	CG30272	0.422937237	0.418421966
FBgn0050273	CG30273	-0.512932426	0.618294768
FBgn0050274	CG30274	-1.664525604	-1.625792725
FBgn0050275	CG30275	-0.461585546	-1.149666716
FBgn0050277	Oatp58Da	-0.439559239	-0.719316161
FBgn0050278	CG30278	-4.726809882	-1.33904408
FBgn0050280	CG30280	-0.69253998	0.607406451
FBgn0050281	CG30281	0.297406355	0.542658183
FBgn0050284	CG30284	-0.350786907	-0.707707918
FBgn0050285	CG30285	-0.531259073	0.435295784
FBgn0050286	CG30286	-1.076633772	-0.416282493
FBgn0050287	CG30287	-0.146428409	-0.859469979
FBgn0050288	CG30288	-0.404881788	-0.197363458
FBgn0050289	CG30289	-0.456768529	0.147158598
FBgn0050290	Ppcdc	-0.089268921	1.432560817
FBgn0050291	CG30291	-0.398725522	1.674761719
FBgn0050293	Cht12	-2.898990858	-3.969094471
FBgn0050295	Ipk1	-0.975612139	0.25972422
FBgn0050296	CG30296	-1.345737217	0.040449302
FBgn0050323	CG30323	-0.824990276	-1.135452857
FBgn0050324	CG30324	-1.162025264	-1.888174475
FBgn0050325	CG30325	0.457702655	0.881527905
FBgn0050334	CG30334	-0.533994041	-1.402053878
FBgn0050338	CG30338	0.645329658	2.872701097
FBgn0050339	CG30339	-0.19003964	0.138708819
FBgn0050340	CG30340	0.543231471	-1.557369705
FBgn0050342	Prp38	0.443846227	2.757675356
FBgn0050343	CG30343	-1.046548046	0.62132246
FBgn0050344	CG30344	0.936006819	2.633642732
FBgn0050345	CG30345	1.02560174	0.021627716
FBgn0050349	CG30349	1.387984638	3.577065045
FBgn0050350	CG30350	-0.647452091	-0.772697258
FBgn0050355	CG30355	-0.799455184	-2.019135153
FBgn0050357	CG30357	-1.214492684	-1.135913561
FBgn0050359	CG30359	1.744865332	2.724514754
FBgn0050360	CG30360	2.744865332	0.99919667
FBgn0050361	mtt	0.221303376	-0.939948125
FBgn0050362	boly	-1.342597509	-1.263837736
FBgn0050363	cola	-4.726809882	-0.829369707
FBgn0050364	hubl	-0.577062763	-1.21010257
FBgn0050365	spaw	-1.277502481	-0.37508683
FBgn0050366	swif	-1.413564031	-0.829369707
FBgn0050371	CG30371	-1.293269797	-2.573165794
FBgn0050372	CG30372	0.457152952	2.343434926
FBgn0050373	CG30373	-2.177966808	0.255536423
FBgn0050375	CG30375	-1.079563103	-4.039483798
FBgn0050376	CG30376	-0.577062763	-1.915655212
FBgn0050377	CG30377	-1.162025264	-1.495163282
FBgn0050378	CG30378	-0.477527089	0.371692652
FBgn0050379	CG30379	-1.314028357	-1.860160099
FBgn0050381	CG30381	0.109779352	0.060051875
FBgn0050382	CG30382		
FBgn0050383	CG30383	-0.577062763	0.374693058
FBgn0050384	CG30384	1.139144271	-1.772697258
FBgn0050385	CG30385	-1.06248959	-1.554056971
FBgn0050389	CG30389	0.66824405	3.06478733
FBgn0050390	Sgf29	-2.036494382	1.457170284
FBgn0050391	CG30391	-1.969380186	-2.317017774
FBgn0050392	CG30392	0.080049524	1.283886271
FBgn0050393	CG30393	-0.857170682	-2.21010257
FBgn0050394	CG30394	2.010725782	4.920842992
FBgn0050395	CG30395	0.422937237	-1.438579754
FBgn0050398	CG30398	0.645329658	0.102025521
FBgn0050401	CG30401	1.316022033	0.07981513
FBgn0050403	CG30403	-0.272208181	1.014417407
FBgn0050404	Tango11	0.622609582	2.798393068
FBgn0050409	CG30409	-0.39150711	-0.438579754
FBgn0050410	CG30410	0.177824739	2.26153779
FBgn0050411	CG30411	-0.370611885	0.407281408
FBgn0050412	CG30412	0.05096846	-2.630678253
FBgn0050414	CG30414	-0.142659939	0.519192011
FBgn0050416	CG30416	-1.06248959	-1.078505687
FBgn0050417	CG30417	-4.726809882	-2.540251172
FBgn0050418	nord	2.505399397	2.902390789
FBgn0050419	CG30419	1.77086054	2.143605662
FBgn0050420	Atf-2	-0.577062763	1.19457154
FBgn0050421	CG30421	1.996025638	4.322690751
FBgn0050423	CG30423	0.434432876	2.707366385
FBgn0050424	CG30424	-0.358422476	-0.807631048
FBgn0050428	CG30428	-0.543115431	1.391307772
FBgn0050429	CG30429	-2.162025264	-2.372991412
FBgn0050431	CG30431	1.300453231	1.869231839
FBgn0050432	CG30432	-0.683977967	-0.577903713
FBgn0050438	CG30438	-0.676598436	-0.110566897
FBgn0050440	CG30440	1.023329778	2.52464327
FBgn0050443	Opbp	-0.170437503	1.255536423
FBgn0050446	Tdc2	-0.091635936	-1.38413197
FBgn0050447	CG30447	-1.162025264	-0.68669474
FBgn0050456	CG30456	2.007899738	2.197439942
FBgn0050457	CG30457	0.159902831	-2.48846863
FBgn0050458	CG30458	-0.655065275	-0.955288671
FBgn0050459	CG30459	-0.18474534	-0.087738967
FBgn0050460	CG30460	2.188471983	3.593698706
FBgn0050461	CG30461	-0.314028357	-1.111113475
FBgn0050462	ste24c	-0.314028357	-1.268654752
FBgn0050463	CG30463	3.429991995	5.767254606
FBgn0050464	Ir52d	1.422937237	-0.362189417
FBgn0050466	CG30466	-0.850081257	1.015798637
FBgn0050467	CG30467	0.766891638	1.951279354
FBgn0050468	Ir52c	-0.503062181	-1.947561309
FBgn0050469	Ir52b	-2.451531881	-1.688986551
FBgn0050470	CG30470	-0.483953359	-2.149666716
FBgn0050471	CG30471	-0.02452174	-1.608692228
FBgn0050472	CG30472	0.592862239	-0.647166376
FBgn0050476	ave	-1.025523264	0.513298296
FBgn0050480	CG30480	-0.81410196	-0.845105753
FBgn0050481	mRpL53	-0.027900984	2.264176004
FBgn0050484	CG30484	-0.769707841	-1.988203294
FBgn0050485	CG30485	-0.647452091	-1.521635494
FBgn0050486	CG30486	-0.331950265	-1.485885469
FBgn0050487	CG30487	-0.833402516	-1.560454743
FBgn0050488	CG30488	0.139144271	-1.214850885
FBgn0050489	Cyp12d1-p		
FBgn0050491	CG30491	-1.647452091	-0.380379835
FBgn0050492	CG30492	1.139144271	1.537865518
FBgn0050493	CG30493	-1.172672508	1.051066824
FBgn0050495	CG30495	-1.240027776	-0.245067932
FBgn0050496	CG30496	-0.162025264	1.526863024
FBgn0050497	CG30497	1.615582315	1.215330101
FBgn0050499	CG30499	-0.661127028	1.231155068
FBgn0050502	CG30502	1.302643003	2.623687535
FBgn0050503	CG30503	0.270934144	1.920308698
FBgn0051002	CG31002	0.019581543	0.274831112
FBgn0051004	CG31004	1.159902831	1.173012587
FBgn0051005	CG31005	-1.671038911	0.492384977
FBgn0051007	CG31007	-4.726809882	-2.377559316
FBgn0051010	CG31010	-4.726809882	-0.952020957
FBgn0051013	CG31013	-1.874743312	0.261203149
FBgn0051014	PH4alphaSG1	0.727791819	-0.053158735
FBgn0051015	PH4alphaPV	-0.162025264	0.28492956
FBgn0051016	CG31016	0.785507316	-1.00080333
FBgn0051017	PH4alphaNE3	-0.277502481	-2.232128876
FBgn0051019	CG31019	-1.100624719	-1.145972233
FBgn0051021	CG31021	-1.001560591	-1.796029762
FBgn0051025	CG31025	-0.577062763	-2.407978712
FBgn0051028	CG31028	1.487067574	2.577799989
FBgn0051029	CG31029	-0.268940468	-0.969094471
FBgn0051030	CG31030	1.931084141	2.415117903
FBgn0051031	CG31031	-0.373529369	-0.671013118
FBgn0051036	CG31036	-1.577062763	-0.666531701
FBgn0051038	CG31038	3.533823343	5.460549234
FBgn0051040	Cog7	1.242364991	2.533175242
FBgn0051041	CG31041	-1.06248959	-2.354985624
FBgn0051048	CG31048	-0.336054663	-0.224475304
FBgn0051051	CG31051	0.888600809	1.261410597
FBgn0051052	Nha2	0.663945337	-0.544072883
FBgn0051053	CG31053	0.45268458	-1.117796201
FBgn0051054	CG31054		
FBgn0051055	CG31055	-1.036494382	-1.053158735
FBgn0051057	tau	0.253012236	1.136341804
FBgn0051058	CG31058	-0.503062181	-1.498643851
FBgn0051063	CG31063	-0.451531881	-1.48846863
FBgn0051064	CG31064	-0.148969111	1.130441203
FBgn0051065	CG31065	-1.664525604	-1.406158276
FBgn0051068	CG31068	-0.240027776	-1.320938143
FBgn0051072	Lerp	-1.375018987	-0.11953705
FBgn0051075	CG31075	-1.277502481	-1.569163864
FBgn0051076	CG31076	0.422937237	1.393097495
FBgn0051077	CG31077		-5.856619741
FBgn0051080	TwdlH	-4.726809882	-0.861291181
FBgn0051081	TwdlR	-1.036494382	-1.839811454
FBgn0051082	CG31082	-0.19003964	-0.375864354
FBgn0051086	CG31086	0.253012236	-1.214206968
FBgn0051087	CG31087	-0.577062763	-1.784669899
FBgn0051088	CG31088	-0.425059669	-1.608692228
FBgn0051089	CG31089	-0.898990858	-1.573165794
FBgn0051091	CG31091	-0.470147559	-1.454521298
FBgn0051092	LpR2	1.541581734	3.312459276
FBgn0051093	CG31093	-0.314028357	-2.317017774
FBgn0051097	CG31097	-0.799455184	-1.869558797
FBgn0051098	CG31098	0.818865913	1.678937395
FBgn0051099	CG31099	-0.451531881	-1.969094471
FBgn0051100	CG31100	-0.342597509	1.512032219
FBgn0051102	CG31102	-0.898990858	0.222436987
FBgn0051103	CG31103	0.794906014	-1.037112894
FBgn0051104	CG31104	-4.726809882	-0.567731908
FBgn0051105	CG31105	-1.331950265	-2.663468188
FBgn0051106	CG31106	-1.220918953	-1.796029762
FBgn0051108	CG31108	2.196561302	4.612485664
FBgn0051109	CG31109	0.221303376	1.776641333
FBgn0051111	CG31111	-0.862464982	0.888886525
FBgn0051115	CG31115	0.276095849	-0.991120777
FBgn0051116	CG31116	0.422937237	-0.548602541
FBgn0051118	RabX4	-0.193734123	0.335131623
FBgn0051119	HdacX	-0.223425808	-0.564704216
FBgn0051120	CG31120	-0.384417685	1.722067434
FBgn0051121	CG31121	2.877503101	4.639714772
FBgn0051122	CG31122	0.050383069	2.128127337
FBgn0051125	CG31125	-1.483953359	0.820820004
FBgn0051126	CG31126	-0.638463308	1.397227744
FBgn0051128	CG31128	0.142829318	-1.862179267
FBgn0051131	CG31131		
FBgn0051133	CG31133	-0.266722642	0.027433338
FBgn0051139	CG31139	-4.726809882	-0.083265491
FBgn0051140	CG31140	2.16836441	3.541926036
FBgn0051141	CG31141	-2.368476141	-1.2174821
FBgn0051145	CG31145	3.47356331	4.78797233
FBgn0051146	CG31146	1.844401006	2.916422474
FBgn0051148	CG31148	-0.746987764	-2.218708361
FBgn0051150	CG31150	3.780489242	5.308425416
FBgn0051151	wge	-0.356936949	0.271149827
FBgn0051155	Rpb7	0.80996036	1.990789213
FBgn0051156	CG31156	-1.384417685	0.094521629
FBgn0051157	CG31157	-0.714566287	-1.090773027
FBgn0051158	CG31158	2.004108159	4.399063467
FBgn0051159	CG31159	-1.306415173	0.52029037
FBgn0051161	CG31161	-0.577062763	-1.836990935
FBgn0051163	SKIP	4.06291384	6.291308618
FBgn0051164	Ir94a	-1.017635354	-2.33166455
FBgn0051169	CG31169	-1.017635354	0.43436351
FBgn0051174	CG31174	-0.338903026	-1.187734757
FBgn0051176	CG31176	1.200544816	2.143886734
FBgn0051183	CG31183	-1.470147559	-1.836990935
FBgn0051184	LSm3	0.213014168	1.745151047
FBgn0051189	CG31189	0.118082656	-1.549869174
FBgn0051191	CG31191	-1.664525604	-0.531689158
FBgn0051195	CG31195	0.878131863	3.64468038
FBgn0051198	CG31198	-1.384417685	-0.567731908
FBgn0051199	CG31199	-0.046548046	-1.616792727
FBgn0051200	CG31200	-1.384417685	-3.271657241
FBgn0051201	GluRIIE	1.007899738	1.089799218
FBgn0051202	CG31202	-0.384417685	-0.626988494
FBgn0051204	CG31204	-4.726809882	0.593841724
FBgn0051205	CG31205	-2.664525604	-0.729628536
FBgn0051206	CG31206	-2.036494382	-2.505147371
FBgn0051207	CG31207	-0.129603786	-1.039483798
FBgn0051210	CG31210	0.075013934	-1.693460028
FBgn0051211	CG31211	1.550129254	3.73718422
FBgn0051213	CG31213	-0.214492684	-2.025677999
FBgn0051216	Naam	-0.162025264	1.039334151
FBgn0051217	modSP	-0.827041016	1.070103417
FBgn0051219	CG31219	-0.624368478	-3.00471838
FBgn0051220	CG31220	-1.80972352	0.058386266
FBgn0051221	CG31221	0.340475077	0.931695925
FBgn0051223	CG31223	-1.250834531	1.290905875
FBgn0051224	CG31224	1.795980648	3.882086692
FBgn0051225	Ir94f	-0.86656938	-2.159616377
FBgn0051229	CG31229	-0.201553628	1.664035313
FBgn0051231	CG31231	-4.726809882	-0.07343113
FBgn0051232	koko	1.531713583	2.717670311
FBgn0051233	CG31233	-1.06248959	-1.521635494
FBgn0051235	CG31235	-0.370611885	0.018414585
FBgn0051244	CG31244	-1.384417685	-1.521635494
FBgn0051245	CG31245	-1.746987764	-2.48846863
FBgn0051248	CG31248	-0.200499411	-0.086050617
FBgn0051249	CG31249	0.351383976	1.984338711
FBgn0051251	CG31251	-0.829449925	0.788932739
FBgn0051253	CG31253		
FBgn0051259	CG31259	-1.091635936	-0.938397673
FBgn0051262	CG31262	-1.451531881	-2.143592202
FBgn0051265	CG31265	0.139144271	-1.252028434
FBgn0051266	CG31266	-0.117631144	-1.211067261
FBgn0051267	CG31267	-0.702593645	-2.156180023
FBgn0051268	CG31268	-0.992100262	-1.398487263
FBgn0051269	CG31269	-0.850081257	-0.848800237
FBgn0051270	CG31270	0.118082656	0.125764716
FBgn0051272	CG31272	-0.451531881	-1.087738967
FBgn0051274	CG31274	-4.726809882	-1.106597994
FBgn0051278	CG31278	-0.997394562	1.151199763
FBgn0051279	CG31279	-0.857170682	-2.044056528
FBgn0051281	Tpl94D	-0.036494382	-1.139019472
FBgn0051286	CG31286	-1.577062763	-1.454521298
FBgn0051287	CG31287	-0.400185001	-0.979009939
FBgn0051288	CG31288	0.329827833	-1.251237699
FBgn0051291	CG31291	0.422937237	-0.989558573
FBgn0051294	CG31294	0.422937237	-1.647166376
FBgn0051296	CG31296	-1.627688836	-1.443632982
FBgn0051300	CG31300	-0.924986066	-1.612400958
FBgn0051301	CG31301	0.847076943	3.056190826
FBgn0051302	CG31302	1.946499193	-0.454521298
FBgn0051313	CG31313	0.725500007	1.02821142
FBgn0051314	Neu3	3.475897419	5.857294623
FBgn0051320	CG31320	0.181929138	0.293939935
FBgn0051321	CG31321	-0.365558658	0.29473067
FBgn0051323	CG31323	0.908364064	2.099077032
FBgn0051324	CG31324	2.689723778	3.623046683
FBgn0051326	CG31326	-0.939632842	-1.682790285
FBgn0051327	CG31327	-1.992100262	-1.592024822
FBgn0051337	CG31337	0.98997783	1.004910321
FBgn0051342	CG31342	0.843924003	2.763298394
FBgn0051343	CG31343	-0.091635936	-1.045715752
FBgn0051344	CG31344	-0.824990276	1.696788026
FBgn0051345	CG31345	-4.726809882	-1.342311794
FBgn0051347	CG31347	-0.624368478	-0.343774232
FBgn0051352	CG31352	3.794790557	6.101026474
FBgn0051354	Hsp70Bbb		
FBgn0051357	CG31357	-0.105757044	1.219155189
FBgn0051358	CG31358	-1.515662218	-2.141931067
FBgn0051360	CG31360	-0.762929308	0.503393301
FBgn0051361	dpr17	1.794906014	2.868331305
FBgn0051363	Jupiter	3.462992421	5.604208439
FBgn0051365	CG31365	1.524220573	3.573384699
FBgn0051368	CG31368	0.774922566	1.733541131
FBgn0051370	CG31370	-4.726809882	-0.647166376
FBgn0051371	CG31371	0.695955731	0.352833624
FBgn0051373	CG31373	0.032990719	0.734979242
FBgn0051374	sals	1.93751041	3.015798637
FBgn0051380	CG31380	-0.354670342	-1.626988494
FBgn0051386	CG31386	-1.384417685	-1.019135153
FBgn0051388	CG31388	0.450682228	2.238421834
FBgn0051390	MED7	-0.173165821	2.265649054
FBgn0051391	CG31391	-0.425059669	-1.691560495
FBgn0051404	CG31404	0.030619814	-1.428526089
FBgn0051406	CG31406	-0.384417685	-0.797409011
FBgn0051407	CG31407	-0.946296573	-0.817091377
FBgn0051410	Npc2e	-0.342597509	-2.143592202
FBgn0051413	CG31413	-0.644176959	-1.749528093
FBgn0051414	CG31414	1.522472911	1.821220548
FBgn0051415	CG31415	-0.071827455	-0.796913495
FBgn0051418	CG31418	-0.451531881	-3.347606094
FBgn0051423	Ir94c	-0.162025264	0.930809695
FBgn0051424	Ir94b	-0.577062763	-1.661521669
FBgn0051427	CG31427	-0.06248959	-2.347606094
FBgn0051431	CG31431	2.145403262	2.952151418
FBgn0051436	CG31436	1.933899156	2.583996255
FBgn0051437	CG31437	-0.336054663	-1.118472095
FBgn0051438	CheB93b	-1.998526531	-1.811142111
FBgn0051439	Muc96D	-2.036494382	-1.808629798
FBgn0051441	CG31441	-0.566415519	1.323687279
FBgn0051445	CG31445	0.238512666	-0.164565593
FBgn0051446	CG31446	-0.612686673	-2.183219276
FBgn0051450	mRpS18A	0.497899295	2.092966498
FBgn0051453	pch2	-0.205093986	1.777855212
FBgn0051454	CG31454	-0.425059669	-1.848800237
FBgn0051457	CG31457	-0.454578756	1.814737729
FBgn0051459	CG31459	-0.299528787	-1.934742966
FBgn0051462	CG31462	-4.726809882	-2.076009674
FBgn0051463	CG31463	0.242364991	-0.916353009
FBgn0051464	CG31464	0.024387861	-0.424773954
FBgn0051465	CG31465	-0.193734123	-1.768181777
FBgn0051467	CG31467	-0.992100262	-1.409006639
FBgn0051469	CG31469	-0.799455184	-0.869558797
FBgn0051472	CG31472	-0.354670342	1.628775514
FBgn0051473	CG31473	-0.515662218	-1.817091377
FBgn0051475	CG31475	0.603509483	2.130968407
FBgn0051481	pb	-0.096436922	0.767871124
FBgn0051482	CG31482	-2.220918953	-0.536135063
FBgn0051493	CG31493	-1.287556146	-2.291022565
FBgn0051495	CG31495	-1.188497475	0.231527328
FBgn0051496	CG31496	-0.162025264	-2.4749854
FBgn0051501	nxf4	-1.246914161	-1.666025403
FBgn0051510	CG31510	2.196561302	4.612485664
FBgn0051516	CG31516	-0.676598436	-1.347606094
FBgn0051522	CG31522	2.737895777	4.384966245
FBgn0051523	CG31523	1.64186164	3.082419688
FBgn0051524	CG31524	-0.729065856	-1.848800237
FBgn0051525	CG31525	-0.494600603	-0.587045383
FBgn0051526	CG31526	-0.898990858	-2.034189499
FBgn0051528	CG31528	-0.746987764	-2.585765831
FBgn0051530	CG31530	-0.955574386	-0.907402148
FBgn0051531	CG31531	3.907838205	6.318680976
FBgn0051533	CG31533	-0.451531881	-1.359884424
FBgn0051534	CG31534	-0.10757748	-0.756790867
FBgn0051536	Cdep	3.249668793	5.265516522
FBgn0051538	CG31538	-0.969380186	-1.252028434
FBgn0051542	CG31542	-1.091635936	-1.424773954
FBgn0051544	CG31544	-0.898990858	-2.613999512
FBgn0051546	CG31546	-0.799455184	-0.242324644
FBgn0051547	CG31547	-0.69253998	-0.223026669
FBgn0051548	CG31548	-0.417584549	0.48141783
FBgn0051549	CG31549	-1.036494382	0.003249187
FBgn0051550	CG31550	1.487788381	3.684082347
FBgn0051551	CG31551	-0.076633772	-0.862179267
FBgn0051556	CG31556	-1.314028357	-1.869558797
FBgn0051559	CG31559	0.908364064	2.794060648
FBgn0051560	CG31560	-1.06248959	-1.203559724
FBgn0051561	Osi16	-1.017635354	-2.839811454
FBgn0051562	CG31562	-0.046548046	-3.41975588
FBgn0051600	CG31600	-4.726809882	-2.031830226
FBgn0051601	CG31601	-0.400185001	-1.70161416
FBgn0051606	CG31606	-2.162025264	-1.51506284
FBgn0051607	CG31607	0.144636075	1.631987696
FBgn0051612	CG31612	-1.118956542	0.463864937
FBgn0051617	His1:CG31617		
FBgn0051619	CG31619		0.478364506
FBgn0051624	CG31624	-1.220918953	-1.590582847
FBgn0051626	CG31626	0.329827833	-0.062203875
FBgn0051627	CG31627	0.17139847	-1.173235187
FBgn0051630	CG31630	0.939060861	2.646333311
FBgn0051632	sens-2	0.109779352	0.810515461
FBgn0051633	CG31633	-0.840097169	-0.424773954
FBgn0051634	Oatp26F	1.093629612	2.440296466
FBgn0051635	CG31635	0.82220742	3.480373905
FBgn0051636	CG31636	-0.857170682	-2.340188622
FBgn0051637	CG31637	2.510896276	5.339376469
FBgn0051638	CG31638	0.24928915	1.016308153
FBgn0051639	CG31639	-0.255134668	-1.320938143
FBgn0051641	stai	0.3588069	0.835916511
FBgn0051642	CG31642	-1.778696624	-2.706060065
FBgn0051643	CG31643	-1.80486868	-0.257219857
FBgn0051646	CG31646	2.08590225	1.694390526
FBgn0051647	CG31647	-1.778696624	-1.722454503
FBgn0051648	CG31648	-1.728004661	0.520433573
FBgn0051658	Nnf1b	-0.769707841	-0.132593203
FBgn0051659	CG31659	-4.726809882	0.254986301
FBgn0051660	CG31660	0.149918743	0.98924289
FBgn0051661	CG31661	-0.857170682	-2.88663231
FBgn0051663	CG31663	0.422937237	0.030905529
FBgn0051664	CG31664	-0.314028357	0.29143308
FBgn0051665	CG31665	0.727791819	1.236319616
FBgn0051668	CG31668	0.837974736	-0.691560495
FBgn0051673	CG31673	-0.100624719	0.528990579
FBgn0051674	CG31674	2.092788635	2.834173494
FBgn0051675	CG31675	0.928172545	2.331459974
FBgn0051676	CG31676	1.200544816	2.317915208
FBgn0051677	CG31677	0.422937237	-2.545286762
FBgn0051678	CG31678	0.311905925	2.121714399
FBgn0051679	CG31679	-0.702593645	-2.051556631
FBgn0051681	CG31681	-4.726809882	0.206982758
FBgn0051682	CG31682	-0.470147559	-2.268654752
FBgn0051683	CG31683		
FBgn0051686	CG31686	-0.824990276	-1.729628536
FBgn0051687	CG31687		
FBgn0051688	CG31688	0.186869879	1.956316213
FBgn0051690	CG31690	2.139144271	2.915358736
FBgn0051693	CG31693	-1.240027776	-1.94833591
FBgn0051694	CG31694	0.467331356	2.603208458
FBgn0051697	CG31697	-0.338903026	-0.422951219
FBgn0051702	CG31702	-1.162025264	-1.025677999
FBgn0051703	CG31703	-4.726809882	-1.647166376
FBgn0051706	CG31706	1.81525466	-2.540251172
FBgn0051708	CG31708	-0.898990858	-0.713255566
FBgn0051709	CG31709	1.316022033	0.979018788
FBgn0051710	CG31710	3.6640284	5.677458117
FBgn0051712	CG31712	0.753761732	3.273126925
FBgn0051713	Apf	-0.010572922	1.623136031
FBgn0051715	CG31715	-0.138941651	1.456856689
FBgn0051716	CG31716	-0.068915859	1.130441203
FBgn0051717	CG31717	0.998184583	3.079928974
FBgn0051718	Ir31a	-1.738526186	-1.396104612
FBgn0051719	RluA-1	2.405235235	5.109501133
FBgn0051720	CG31720	-1.427486407	-0.585765831
FBgn0051721	Trim9	4.056326428	6.212665754
FBgn0051728	CG31728	-0.714566287	-0.515921842
FBgn0051729	CG31729	-0.246914161	1.944280159
FBgn0051735	CG31735	0.925437578	-0.647166376
FBgn0051739	CG31739	-0.226155601	1.626398698
FBgn0051740	CG31740	-1.714566287	-2.554056971
FBgn0051741	CG31741	-0.664525604	-1.647166376
FBgn0051742	CG31742	-0.413564031	-2.398487263
FBgn0051752	CG31752	-2.116221574	-1.710176173
FBgn0051755	CG31755	-1.631510547	-1.7691569
FBgn0051759	CG31759	-2.746987764	0.280683839
FBgn0051760	CG31760	0.567327146	0.427795682
FBgn0051769	CG31769	-0.162025264	0.044711329
FBgn0051772	CG31772	-0.287556146	-1.788522225
FBgn0051773	CG31773	-0.729065856	-1.784669899
FBgn0051774	fred	0.538414454	-1.48846863
FBgn0051776	CG31776	-1.843849304	-0.68669474
FBgn0051778	CG31778	-1.299528787	-0.33166455
FBgn0051780	CG31780		
FBgn0051781	CG31781	1.422937237	1.739856747
FBgn0051782	CG31782	-0.799455184	-0.501315509
FBgn0051784	CG31784	-0.407137761	-2.177681092
FBgn0051785	CG31785	0.188471983	-2.07343113
FBgn0051787	CG31787	-1.342597509	-0.895093889
FBgn0051790	CG31790	-0.975612139	-0.952020957
FBgn0051792	CG31792	0.075013934	-1.477241374
FBgn0051793	CG31793	0.159902831	0.249210993
FBgn0051797	CG31797	-2.209330978	-1.273351539
FBgn0051798	CG31798	-0.342597509	-0.891091959
FBgn0051800	CG31800	-0.832717638	1.067994848
FBgn0051802	CG31802	-1.277502481	-2.161739549
FBgn0051803	CG31803	-0.577062763	-1.141931067
FBgn0051804	CG31804	0.744865332	-2.509662852
FBgn0051805	CG31805	-0.992100262	1.250263891
FBgn0051807	CG31807	-0.020669414	-0.884205573
FBgn0051809	CG31809	0.55418177	-0.003310186
FBgn0051810	CG31810	-0.69253998	-0.826490075
FBgn0051812	CG31812	-0.272208181	1.405782504
FBgn0051813	CG31813	0.583401909	0.150016741
FBgn0051814	CG31814	0.522472911	-0.296669129
FBgn0051815	CG31815	-0.255134668	-0.944846924
FBgn0051816	CG31816	-2.824990276	-1.834793379
FBgn0051821	CG31821	-1.503062181	-1.412701122
FBgn0051822	CG31822	-0.22913946	-1.869558797
FBgn0051823	CG31823	-0.577062763	-0.490440872
FBgn0051826	CG31826	-3.220918953	-1.564704216
FBgn0051827	CG31827		
FBgn0051835	CG31835		
FBgn0051845	CG31845	0.422937237	-0.956494434
FBgn0051849	CG31849	-0.329969901	1.228575521
FBgn0051851	CG31851	-2.946296573	-3.025677999
FBgn0051852	Tap42	-0.853902968	0.720042598
FBgn0051855	CG31855	-0.541438853	1.25972422
FBgn0051858	t-cup	-0.879625533	-1.762643593
FBgn0051860	CG31860	-1.729065856	-1.454521298
FBgn0051861	CG31861	-0.577062763	-1.317017774
FBgn0051864	CG31864		
FBgn0051865	Ada1-1		
FBgn0051866	Ada1-2		-5.856619741
FBgn0051867	CG31867	0.80996036	-2.317017774
FBgn0051869	CG31869	0.007899738	1.922922849
FBgn0051871	CG31871	0.89242252	2.414033781
FBgn0051872	CG31872	-1.483953359	-1.483667643
FBgn0051874	CG31874	-0.86656938	-2.454521298
FBgn0051875	CG31875	0.603509483	1.47764008
FBgn0051882	CG31882	-1.746987764	-1.625792725
FBgn0051897	CG31897	-2.162025264	-2.062203875
FBgn0051898	CG31898	-0.668210651	-0.037112894
FBgn0051900	CG31900	-1.003327518	0.050270854
FBgn0051901	Mur29B	0.262472565	-0.823016211
FBgn0051902	CG31902	0.007899738	-2.271657241
FBgn0051907	CG31907	-0.520479235	-0.750259869
FBgn0051908	CG31908	-0.009173776	1.589370228
FBgn0051909	CG31909	-0.354670342	-2.266076208
FBgn0051910	CG31910	-0.857170682	-1.667065933
FBgn0051913	CG31913	-1.331950265	-0.930100339
FBgn0051915	CG31915	1.011167452	3.488531145
FBgn0051920	CG31920	-0.02452174	-0.70856692
FBgn0051921	CG31921	-1.06248959	1.565137228
FBgn0051922	CG31922	-0.892264995	0.870681929
FBgn0051924	CG31924	0.543231471	-0.306129458
FBgn0051926	CG31926	-1.470147559	-3.454521298
FBgn0051928	CG31928	-1.314028357	-0.954594901
FBgn0051933	CG31933	-0.898990858	-1.895093889
FBgn0051935	CG31935	-0.451531881	0.784321644
FBgn0051948	CG31948	-1.483953359	-1.201755227
FBgn0051949	CG31949	-3.483953359	-1.671013118
FBgn0051952	CG31952	-1.162025264	-1.613999512
FBgn0051953	CG31953	-4.726809882	-5.856619741
FBgn0051954	CG31954	0.899375281	0.648289508
FBgn0051955	CG31955	-0.577062763	-0.573165794
FBgn0051956	pgant4	-1.100624719	-1.688986551
FBgn0051957	CG31957	-0.39522444	1.229098256
